🇨🇳｜电视家源,#genre#
安徽卫视,http://111.20.35.103:6610/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=00
黑龙江卫视,http://111.20.35.103:6610/000000001000/1000000001000001925/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=00
河北卫视,http://111.20.35.103:6610/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=00
河南卫视,http://111.20.35.103:6610/000000001000/7304224304099543804/index.m3u8?channel-id=ystenlive&Contentid=7304224304099543804&livemode=1&stbId=00
东南卫视,http://111.20.35.103:6610/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00
辽宁卫视,http://111.20.35.103:6610/000000001000/1000000002000024033/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=00
江西卫视,http://111.20.35.103:6610/000000001000/1000000001000013731/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00
广西卫视,http://111.20.35.103:6610/000000001000/1000000002000019837/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=00
山西卫视,http://111.20.35.103:6610/000000001000/1000000002000021220/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=00
陕西卫视,http://111.20.35.103:6610/000000001000/1000000002000007495/index.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=00
海南卫视,http://111.20.35.103:6610/000000001000/7899627377857656087/index.m3u8?channel-id=ystenlive&Contentid=7899627377857656087&livemode=1&stbId=00
云南卫视,http://111.20.35.103:6610/000000001000/1000000002000024694/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=00
吉林卫视,http://111.20.35.103:6610/000000001000/6042486520432105075/index.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=00
贵州卫视,http://111.20.35.103:6610/000000001000/1000000002000003169/index.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=00
大湾区卫视,http://111.20.35.103:6610/000000001000/1000000002000011619/index.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=00
青海卫视,http://111.20.35.103:6610/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=00
内蒙古卫视,http://111.20.35.103:6610/000000001000/5559214655508729688/index.m3u8?channel-id=ystenlive&Contentid=5559214655508729688&livemode=1&stbId=00
宁夏卫视,http://111.20.35.103:6610/000000001000/7527747602951312973/index.m3u8?channel-id=ystenlive&Contentid=7527747602951312973&livemode=1&stbId=00
甘肃卫视,http://111.20.35.103:6610/000000001000/1000000002000017827/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=00
新疆卫视,http://111.20.35.103:6610/000000001000/5802765535081445534/index.m3u8?channel-id=ystenlive&Contentid=5802765535081445534&livemode=1&stbId=00
西藏卫视,http://111.20.35.103:6610/000000001000/6603041244077933770/index.m3u8?channel-id=ystenlive&Contentid=6603041244077933770&livemode=1&stbId=00
山东教育卫视,http://111.20.35.103:6610/000000001000/1000000002000004097/index.m3u8?channel-id=ystenlive&Contentid=1000000002000004097&livemode=1&stbId=00


浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
湖南卫视,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
重庆卫视,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
江苏卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
北京卫视,https://live.goodiptv.club/api/cqyx.php?id=beijingHD
浙江卫视,https://live.goodiptv.club/api/cqyx.php?id=zhejiangHD
东方卫视,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
深圳卫视,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
辽宁卫视,https://live.goodiptv.club/api/cqyx.php?id=liaoningHD
天津卫视,https://live.goodiptv.club/api/cqyx.php?id=tianjinHD
贵州卫视,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
四川卫视,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
黑龙江卫视,https://live.goodiptv.club/api/cqyx.php?id=heilongjiangHD
江西卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
吉林卫视,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
广西卫视,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
广东卫视,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=henanHD
第一剧场,https://live.goodiptv.club/api/cqyx.php?id=diyijuchangHD
都市剧场,https://live.goodiptv.club/api/cqyx.php?id=dsjcHD
动漫秀场,https://live.goodiptv.club/api/cqyx.php?id=dmxcHD
魅力足球,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD
风云剧场,https://live.goodiptv.club/api/cqyx.php?id=fyjcHD
求索纪录,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
兵器科技,https://live.goodiptv.club/api/cqyx.php?id=bqkjHD
游戏风云,https://live.goodiptv.club/api/cqyx.php?id=yxfyHD
怀旧剧场,https://live.goodiptv.club/api/cqyx.php?id=hjjcHD
风云音乐,https://live.goodiptv.club/api/cqyx.php?id=fyyyHD
央视台球,https://live.goodiptv.club/api/cqyx.php?id=ystqHD
风云足球,https://live.goodiptv.club/api/cqyx.php?id=fyzqHD
文化精品,https://live.goodiptv.club/api/cqyx.php?id=yswhHD
高尔夫网球,https://live.goodiptv.club/api/cqyx.php?id=golfHD
早期教育,https://live.goodiptv.club/api/cqyx.php?id=zaojiaoHD
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8



江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000

北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226261/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8

江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8
北京卫视,http://125.210.152.19:9120/live/hzgq-bjgqws-h264.m3u8
浙江卫视,http://125.210.152.19:9120/live/hzgq-zjwsgq-h264.m3u8
东方卫视,http://125.210.152.19:9120/live/hzgq-dftvgq-h264.m3u8
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8
四川卫视,http://125.210.152.19:9120/live/hzgq-ssws-h264.m3u8
重庆卫视,http://125.210.152.19:9120/live/hzgq-cqwsgq-h264.m3u8
云南卫视,http://125.210.152.19:9120/live/hzgq-ynwsgq-h264.m3u8
黑龙江卫视,http://125.210.152.19:9120/live/hzgq-hljwsgq-h264.m3u8
安徽卫视,http://125.210.152.19:9120/live/hzgq-ahwsgq-h264.m3u8
河北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq1-h264.m3u8
江西卫视,http://125.210.152.19:9120/live/hzgq-jxwsgq-h264.m3u8
湖北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq-h264.m3u8
海南卫视,http://125.210.152.19:9120/live/hszx-lytv-h264.m3u8
吉林卫视,http://125.210.152.19:9120/live/hzgq-jlwsgq-h264.m3u8
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8
湖南卫视,http://125.210.152.19:9120/live/hzgq-hnwsgq-h264.m3u8
广东卫视,http://125.210.152.19:9120/live/hzgq-gdwsgq-h264.m3u8
兵团卫视,http://125.210.152.19:9120/live/hszx-bttv-h264.m3u8
宁夏卫视,http://125.210.152.19:9120/live/hszx-nxtv-h264.m3u8
青海卫视,http://125.210.152.19:9120/live/hszx-qhtv-h264.m3u8
新疆卫视,http://125.210.152.19:9120/live/hszx-xjtv-h264.m3u8
西藏卫视,http://125.210.152.19:9120/live/hszx-xztv-h264.m3u8
北京纪实,http://125.210.152.19:9120/live/hszx-bjjs-h264.m3u8
甘肃卫视,http://125.210.152.19:9120/live/hszx-gstv-h264.m3u8
山东卫视,http://125.210.152.19:9120/live/hzgq-sdwsgq-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-sxtv-h264.m3u8

湖南卫视,http://hz752.live:63/vvs/astv.php?id=hunwshd
湖南卫视,http://39.134.136.151:6610/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00
湖南卫视,http://hz752.live:63/vvs/bst.php?id=hunws
湖南卫视,http://hz752.live:63/vvs/yst.php?id=hunanstv
湖南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1
湖南卫视,http://hz752.live:63/vvs/bfgd.php?id=086

浙江卫视,http://hz752.live:63/vvs/astv.php?id=zjwshd
浙江卫视,http://39.134.136.151:6610/000000001000/1000000001000009806/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=00
浙江卫视,http://hz752.live:63/vvs/bst.php?id=zjws
浙江卫视,http://hz752.live:63/vvs/yst.php?id=zhejiangstv
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
浙江卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

江苏卫视,http://hz752.live:63/vvs/astv.php?id=jswshd
江苏卫视,http://39.134.136.151:6610/000000001000/1000000001000001828/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=00
江苏卫视,http://hz752.live:63/vvs/jstv.php?id=jsws
江苏卫视,http://hz752.live:63/vvs/bst.php?id=jsws
江苏卫视,http://hz752.live:63/vvs/yst.php?id=jiangsustv
江苏卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
江苏卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1
江苏卫视,http://hz752.live:63/vvs/migu.php?id=jsws

广东卫视,http://hz752.live:63/vvs/astv.php?id=gdwshd
广东卫视,http://39.134.136.151:6610/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=00
广东卫视,http://hz752.live:63/vvs/bst.php?id=gdws
广东卫视,http://hz752.live:63/vvs/yst.php?id=guangdongstv
广东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视,http://hz752.live:63/vvs/gdtv.php?id=gdws
广东卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1
广东卫视,http://hz752.live:63/vvs/migu.php?id=gdws

深圳卫视,http://hz752.live:63/vvs/astv.php?id=szwshd
深圳卫视,http://39.134.136.151:6610/000000001000/1000000001000009227/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=00
深圳卫视,http://hz752.live:63/vvs/bst.php?id=szws
深圳卫视,http://hz752.live:63/vvs/gdsz.php?id=szws
深圳卫视,http://hz752.live:63/vvs/yst.php?id=shenzhenstv
深圳卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
深圳卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1

北京卫视,http://hz752.live:63/vvs/astv.php?id=bjwshd
北京卫视,http://hz752.live:63/vvs/bj.php?id=bjws
北京卫视,http://39.134.136.151:6610/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=00
北京卫视,http://hz752.live:63/vvs/bst.php?id=bjws
北京卫视,http://hz752.live:63/vvs/yst.php?id=beijingstv
北京卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?

天津卫视,http://hz752.live:63/vvs/astv.php?id=tjwshd
天津卫视,http://39.134.136.151:6610/000000001000/1000000001000000831/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=00
天津卫视,http://hz752.live:63/vvs/bst.php?id=tjws
天津卫视,http://hz752.live:63/vvs/yst.php?id=tianjinstv
天津卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1
天津卫视,http://hz752.live:63/vvs/bfgd.php?id=084

凤凰中文,http://115.231.143.224/playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEGEGM4G/timeshift.m3u8?txKbps=702&delay=1
凤凰中文,http://hz752.live:63/vvs/hk.php?id=fhzw
凤凰中文,http://hz752.live:63/vvs/hkif.php?id=fhzw

东方卫视,http://hz752.live:63/vvs/astv.php?id=dfwshd
东方卫视,http://hz752.live:63/vvs/bstv.php?id=16
东方卫视,http://39.134.136.151:6610/000000001000/1000000001000005866/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=00
东方卫视,http://hz752.live:63/vvs/bst.php?id=dfws
东方卫视,http://hz752.live:63/vvs/yst.php?id=dongfangstv
东方卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1
东方卫视,http://hz752.live:63/vvs/migu.php?id=dfws

山东卫视,http://hz752.live:63/vvs/astv.php?id=sdwshd
山东卫视,http://39.134.136.151:6610/000000001000/1000000001000012807/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=00
山东卫视,http://hz752.live:63/vvs/sdws.php?id=sdtv
山东卫视,http://hz752.live:63/vvs/bst.php?id=sdws
山东卫视,http://hz752.live:63/vvs/yst.php?id=shandongstv
山东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
山东卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1
山东卫视,http://hz752.live:63/vvs/migu.php?id=sdws

湖北卫视,http://hz752.live:63/vvs/astv.php?id=hubwshd
湖北卫视,http://39.134.136.151:6610/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00
湖北卫视,http://hz752.live:63/vvs/bst.php?id=hubws
湖北卫视,http://hz752.live:63/vvs/hubie.php?id=hbws
湖北卫视,http://hz752.live:63/vvs/yst.php?id=hubeistv
湖北卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖北卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1
湖北卫视,http://hz752.live:63/vvs/migu.php?id=hubws

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv

四川卫视,http://hz752.live:63/vvs/astv.php?id=scws
四川卫视,http://39.134.136.151:6610/000000001000/1000000002000016825/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=00
四川卫视,http://hz752.live:63/vvs/sctv.php?id=scws
四川卫视,http://hz752.live:63/vvs/bst.php?id=scws
四川卫视,http://hz752.live:63/vvs/yst.php?id=sichuanstv
四川卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
四川卫视,http://hz752.live:63/vvs/migu.php?id=scws
四川卫视,http://hz752.live:63/vvs/bfgd.php?id=103

重庆卫视,http://hz752.live:63/vvs/astv.php?id=cqwshd
重庆卫视,http://39.134.136.151:6610/000000001000/1000000002000018937/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=00
重庆卫视,http://hz752.live:63/vvs/cqtv.php?id=2
重庆卫视,http://hz752.live:63/vvs/bst.php?id=cqws
重庆卫视,http://hz752.live:63/vvs/yst.php?id=chongqingstv
重庆卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
重庆卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240397_1/playlist.m3u8?CONTENTID=00000110240397_1
重庆卫视,http://hz752.live:63/vvs/migu.php?id=cqws
重庆卫视,http://hz752.live:63/vvs/bfgd.php?id=107

安徽卫视,http://hz752.live:63/vvs/astv.php?id=ahwshd
安徽卫视,http://39.134.136.151:6610/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=00
安徽卫视,http://hz752.live:63/vvs/bst.php?id=ahws
安徽卫视,http://hz752.live:63/vvs/ahtv.php?id=ahws
安徽卫视,http://hz752.live:63/vvs/yst.php?id=anhuistv
安徽卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
安徽卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1
安徽卫视,http://hz752.live:63/vvs/bfgd.php?id=096

黑龙江卫视,http://hz752.live:63/vvs/astv.php?id=hljwshd
黑龙江卫视,http://39.134.136.151:6610/000000001000/1000000001000001925/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=00
黑龙江卫视,http://hz752.live:63/vvs/bst.php?id=hljws
黑龙江卫视,http://hz752.live:63/vvs/yst.php?id=hdheilongjiangstv
黑龙江卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
黑龙江卫视,http://hz752.live:63/vvs/bfgd.php?id=095
黑龙江卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?

河北卫视,http://hz752.live:63/vvs/astv.php?id=hbwshd
河北卫视,http://39.134.136.151:6610/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=00
河北卫视,http://hz752.live:63/vvs/bst.php?id=hbws
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河北卫视,http://hz752.live:63/vvs/yst.php?id=hebeistv
河北卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
河北卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.flv
河北卫视,http://hz752.live:63/vvs/bfgd.php?id=108

河南卫视,http://hz752.live:63/vvs/astv.php?id=hnws
河南卫视,http://39.134.136.151:6610/000000001000/7304224304099543804/index.m3u8?channel-id=ystenlive&Contentid=7304224304099543804&livemode=1&stbId=00
河南卫视,http://hz752.live:63/vvs/bst.php?id=hnws
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
河南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
河南卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240041_1/playlist.m3u8?CONTENTID=00000110240041_1
河南卫视,http://hz752.live:63/vvs/bfgd.php?id=104

东南卫视,http://hz752.live:63/vvs/astv.php?id=dnwshd
东南卫视,http://39.134.136.151:6610/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00
东南卫视,http://hz752.live:63/vvs/bst.php?id=dnws
东南卫视,http://hz752.live:63/vvs/yst.php?id=dongnanstv
东南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
东南卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1
东南卫视,http://hz752.live:63/vvs/bfgd.php?id=483

辽宁卫视,http://hz752.live:63/vvs/astv.php?id=lnwshd
辽宁卫视,http://39.134.136.151:6610/000000001000/1000000002000024033/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=00
辽宁卫视,http://hz752.live:63/vvs/bst.php?id=lnws
辽宁卫视,http://hz752.live:63/vvs/yst.php?id=liaoningstv
辽宁卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
辽宁卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1
辽宁卫视,http://hz752.live:63/vvs/migu.php?id=lnws
辽宁卫视,http://hz752.live:63/vvs/bfgd.php?id=058

江西卫视,http://hz752.live:63/vvs/astv.php?id=jxwshd
江西卫视,http://39.134.136.151:6610/000000001000/1000000001000013731/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00
江西卫视,http://hz752.live:63/vvs/bst.php?id=jxws
江西卫视,http://hz752.live:63/vvs/yst.php?id=jiangxistv
江西卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
